useful,reviewText,funny,cool,label
2,"I have been to Mavis throughout the years from when I was younger in school to now as an adult. It feels like it has gone through many different owners/managers but some of the same staff has been there throughout it all. 

Whatever is going on now is the best its been. I order take out from them and they even offer curbside and easy ordering on their app. The takeout food is always the same portion, hot and fresh, and they provide you cute napkins tied around silverware. I like that they include the to go menu in the bags and the monthly specials. 

The meatloaf is my jam, it is a great cut and fills ya up, but i order the full size because its worth it. The mashed potatoes are smooth with a touch of garlic and the fresh veggies are always amazing. I like it when they do the zucchini and carrots. Best part is they don't charge more for veggies you can get any ""classic side"" with most dishes. Other things I love are the pierogies & hummus platter. 

The salads are also great portions that actually fill you up and they have a lot of delicious unique dressings like cilantro sesame. 

True Irish pub feel with great glass doors, Celtic fireplace, and nice sized private space for parties. We had my mothers rehearsal dinner there and it was a great set up. 

We will continue to be a regular here, more so now that everything has consistently been great for the past few months!!",0,1,1
0,"This review is based on the only item we've eaten here SO FAR...the smoked wings.  They are the best wings...big and tasty!  Try them with the Calypso sauce (which is a mix of BBQ and teriyaki sauce) and order them ""double grilled"".  Their wings are smoked and grilled (not fried) so you get a ton of flavor out of these meaty bad boys!!  We've been here three times but we can't get past ordering a pile of these wings.  The atmosphere is low-key and fun.  I really wanted to try the homemade coconut pie but they were sold out on the last visit...reason to go back!!  And...they carry Gentleman Jack : )",0,0,1
0,Good food. Cute intimate dinner spot. Creamy salad dressing was awesome! Spaghetti was good. Service was good. No complaints.,0,0,1
1,I have bought furniture here multiple times. I was so satisfied with the friendly people and beautiful furniture. I refer friends and family here often because the payment options make it easy to own nice furniture. I recommend them for all your furniture and bedding needs.,0,0,1
0,Wait was kind of long for the food but they were pretty packed. The food was DELICIOUS and very creatively presented. I will definitely go there again.,0,0,1
1,"I came here last week for a friends birthday. Our server was very friendly even though more than half the people in the group did not show up on time to the reserveration. 

I ordered the tacos and their ribs as the reviews on the ribs seemed pretty high. I enjoyed the tacos more as I felt that their ribs didnt stand out; it felt like I could get it at any rib place.

Overall, I would definitely return to try one of their burgers as it looked pretty good.",0,0,1
0,"That is THE place to go in Vegas if you are close to Mandalay Bay, Luxor, etc. Make sure you come between 3pm-6pm to hit happy hour! Beer for $3,50 and THE original Margarita for $6 as well as (one) Taco for $3! We visited multiple times. The food is great for value and the Margaritas have a super taste and are VERY strong! Also our bartender ""the rock"" was great! 10/10 would come again.

EDIT: I forgot to mention the free nachos with two salsas that are just great and the free Tequila if you Check-In via Yelp. Also make sure to get a great T-Shirt for only $10 if you liked!!",0,0,1
0,"I think it has a great selection, considering the size of the store. It's nice to shop at Walmart prices at campus. It has automatic check out. I went in there for the first time today and just think it's a really convenient, nice store. The guy working there seemed friendly, too.",0,0,1
0,first timer here. nice and urbanized atmosphere. good location. excellent food. nice employees and good service.,0,0,1
0,I had a really great car shopping experience with Right Honda!  Jay Powers helped me to figure out exactly what car would fit my needs and there was no point that I ever felt any amount of sales pressure.  The whole team worked with me to make sure my perfect car would fit into my perfect budget.  I'm THRILLED with my new wheels!,0,1,1
3,"**Please support PV mall businesses**

Hubby likes the food from here a lot and the service is always friendly.
We always end up getting the same stuff, I would like to make an effort to try different stuff from the menu. I will let you know how that goes.

He gets a gyro wrap (doner I think they call it), and I get a gyro plate with no pita bread.

The portions are very generous and the food is very tasty and fresh.

Remember that PV mall food court is a great place to visit with the family because every one can get whatever they want, they have multiple options like pizza, Chinese food, Mexican food, kebabs, etc.
I used to get the pho next door but sadly they recently closed.

Now for dinner and a movie it is usually Picture Show and Doner Kebab.
: )",0,2,1
0,Great selection of juices. Definitely need to check this place out of you are in the area.,0,0,1
1,My family and I come here every time we visit Vegas. We always order their black bean noodles and combo plate. It's a great mix of Hawaiian and Korean. Everything is always so good. Today we tried something different. It was the fried chicken with garlic sauce.,0,0,1
0,"Came here once before in 2015 and loved how they did my nails. Came back for a fill and love them even more!! Don really took his time to make sure the shape was perfect and how I wanted. He also saw all the little imperfections and fixed them. He is very kind and doesn't rush at all even though there were about 4 ladies waiting. Everyone there seems to give the client they're with at that moment their full attention and I didn't see anyone rushing on anyone to get to the next client. Everyone took their time and was very friendly. They also have a little reward program which is nice, you check in on their tablet at the door and for every 10 check ins you get a discount on your visit. Thank you Don and 702 Nail Lounge!!",0,0,1
1,"The epitome of dive bar!!!  
I have never been here and not had a good time!  
The bartenders are awesome, the drinks are strong, the food is delicious and you'll end your night with a shockingly cheap tab!",1,1,1
0,"LOVE Hudson Salon and Jackie!  Hair cut was absolutely perfect.  Salon is beautiful, comfortable, chic, and clean.  You'll find no better!!!",0,0,1
0,I order to go orders often and it is easy and fast always! We decided to eat in and what a great experience! The staff is so friendly and attentive. The outside patio is perfect on these fall days to enjoy the perfect weather. Highly recommend this place,0,0,1
0,"having an allergy to beef, it's hard to eat at places like mcd's or bk, or even A&W as the alternative options are not delicious. this place has an amazing variety of options and personally i love a chance to eat Lamb whenever i can. the location is close to the subway which is great, great setting to eat in, and an amazing price for the quality product being served
i would recommend to everyone",0,0,1
1,My second time here and the food is very consistent. .the prices are great the service is wonderful and the staff is very friendly. .must stop in,0,1,1
1,"They have a pretty good variety. The selection is better than JoAnn's or Michael's, although it still manages to be pretty basic. They have a million tiny figurines to put on a cake, and other ornaments and things like that. I'd recommend it for getting a small quantity of something at a fair price where Amazon would only sell it by bulk---for example, flavorings or colorings. 

I was a little disappointed in the candy-making selection. It stayed within the ""Wilton"" range of quality and variety. I was hoping to find some premium spouts and containers to use with hard candy, but everything was focused on ""melts"" (yuck!) and similar lower-temp, kiddie-style candy making.",0,1,1
13,"I visited Doce Taqueria on Tues. prior to a Cinco de Mayo themed Yelp event at another nearby restaurant.  I'd been meaning to stop by, but it'd been awhile since I'd stopped for grub on the South Side.  This event, plus the fact that it was Taco Tuesday, gave me sufficient motivation to check it out.

Because I knew there would be snacks at the event, I decided to go with two tacos ($3 each)--one of the daily special (BBQ pork), and one of the pollo (chicken), both on corn tortillas.  Of the two, the chicken was the more subtly flavored, consisting of the namesake meat plus avocado, cilantro, crema, and cotija cheese.  The addition of a spritz of juice from an included piece of lime added a jolt of citrusy flavor, upping the ante.  The BBQ pork, on the other hand, was a veritable flavor explosion, consisting of cherry peppers, shredded cheese, and cilantro. Though I enjoyed them both, the special was my favorite of the two due to its bold flavors.

Like many eateries in the South Side, the space is pretty small, with seating limited to the bar and a small ledge by the window, and no real tables.  From my visit, it appeared that the majority of orders were of the carry out variety, but a few other people also ate in, in addition to me.  Service was pretty efficient--my order was out in 5 min, which I appreciated given that I arrived a bit later than I'd planned to.

The decor was quite festive, evoking a kitschy SoCal vibe, which seemed particularly appropriate given the day and time of my visit.  The atmosphere reminded me of a similar taco shop on the North Side, but I enjoyed the food more and found the price point more reasonable.  While I'd rate the tacos at Las Palmas and Edgar's slightly higher, if you should find yourself nearby, I'd definitely say Doce is worth a visit! 4.5 stars.",8,16,1
1,"Gustavo was able to get the red dye stains out of the carpet!!!
He was prompt, described what he was going to do.  Really appreciate the service that he provides.  Reasonably priced.  He was able to schedule us for the next business day.
I highly recommend over the ""Big Guys""",0,0,1
0,"Mrs. Montana (Birds of Paradise Weddings) 

(Outstanding and Exceptional)

After interviewing several different officiants', we came across Mrs. Montana Birds Of Paradise Weddings. We set up an appointment with Montana and when we first met her we immediately fell in love with her. Her thoughts and ideas were beautiful, she was the perfect person to marry us and we felt she was right for us and our personality. She was exactly the type of person we were looking for. From step 1 to step 10 she was on point with everything; no stone left unturned. Montana made the wedding planning process as smooth as can be and we cannot stress enough how amazing she is!!  The experience was stunning from beginning to end. She was very accommodating and went out of her way to make sure our special day turned out to be as perfect as we envisioned it. We had the easiest and most enjoyable wedding planning experience and it was all thanks to Mrs. Montana. The wedding ceremony was absolutely perfect! We had out of town relatives and friends who all agreed it was a beautiful ceremony; outstanding. Montana went above and beyond for us and we appreciate all that she did for us on our special day - Can't thank her enough!!!! Thank you Montana for such an amazing ceremony that you performed for us and the extra touches you added was beyond generous. You were way above 5 stars! No words can express our thoughts and appreciation for you. We really believe God led us to you many months ago. We could not have imagined our wedding day without you. Montana, you performed the most beautiful ceremony. It was personal and intimate and it is something we will never forget for the rest of our lives.

Thank you for the greatest wedding ceremony ever, 

James and Darlene Holland
15 July 2017",0,0,1
0,"The sushi, sashimi, and roll all treated fresh and wonderful.  Only been here once but I've enjoyed the meal and the dining experience.",0,0,1
0,"A great casual sushi spot. The rolls are made fresh. The sushi tastes great. The all you can eat sushi option for about $20 allows you to try as many rolls/half rolls as you can. One of the best part is the $1 small saki and the $2 large saki. Also the service is phenomenal. I'd recommend going with 2 or more people, do the all you can eat sushi, and enjoy the saki with the food.",0,0,1
1,"Love going to see Christopher at Golden Eyes to get my eyes checked.  He takes his time and you do not feel rushed, but you also do not feel like you are spending excess time just waiting.  He knows (or quickly checks without me knowing) what your eye medical benefits are and makes suggestions to help you keep down your costs (retired now on limited income).  Highly recommend his services.",0,0,1
1,Great place. Nice staff. Long did a great job and was nice to talk to as well. They kindly honor the yell discount for your first visit too.,0,0,1
3,Staff is very knowledgeable very kind. Dr. Hammond kept me well informed on his procedures and made me feel very comfortable,0,0,1
0,This office is conveniently located on my way home from work. They take most insurances and are super helpful finding what you need for it. The doctors are young but not to young and they work with latest tech. Has been a great experience. So far lol,0,0,1
0,"I love English Dermatology and Kristen Petersen. I will not see anyone else. I have had some pretty pathetic experiences at other dermo offices with their ""nickel and dime"" mentality, but not this office and not Kristen! She is kind, helpful and listens to my concerns. I have had a few biopsies done and one biopsy came back ""abnormal""...but Kristen was a pro. She helped calm my nerves and reassured me the outcome would be positive and she was right. (Thank God) and the scar was minimal.  I adore Kristen, her personality and I recommend this office to newcomers. Just had my 6 month check up and all is good. Kristen and this office are 10+ if you ask me. Thank you for taking such good care of me!!!!",0,0,1
0,"The comedians were great!!! I liked how the show seemed very personal. It wasn't a huge room, so you got to interact with the comedians, which made it even better! The one thing that I deducted a star one was the drinks. Do NOT order any drinks from here... Atleast pregame before the show. They are expensive, and you can't even taste the alcohol in them... If you want a drink that has more alcohol, go sit at the slots and get a free one. You can at least taste it in those.. And that's saying something.",1,0,1
0,"Corral West and their staff are amazing! I have gone on more than 1 ride with this crew and so enjoyable every time! The trails are beautiful, the horses are so sweet, Cait and John answered any questions and always show us a good time! We ended our ride at a BBQ with a fire, music, and smores- you can't beat a night like that! I would highly recommend the sunset ride and cowboy cookout!",0,0,1
3,"Getting a new air conditioner is a dreadful experience. Especially when the old one isn't being manufactured anymore and installing a new one requires a complete reconfiguration of the area housing it. What a big, fat and unbelievably expensive mess it all was!  

Luckily for me, I was referred to Wade Walls from AZ Fire & Ice by my neighbor who went through the exact same situation I was going through.  Wade told me straight-up that it was going to be a big job and was going to cost a LOT of $$$. He was very clear in explaining everything that he needed to do, how much it would all cost and how long it would take to complete it. He did the job entirely by himself, although it took him almost all day to complete it. And through it all, he was always very kind, contentious and professional. 

With so many a/c installers in Phoenix, who might have seen a young, single woman living alone as an easy target, Wade made me feel confident I was getting the best deal I could for such a complicated job. I highly recommend his company for any of your a/c or heating needs.",0,2,1
2,"Eggs Benedict were good not great. But the staff was very friendly and attentive. Good american breakfast place. Close quarters for seating, reminds me of being on a ship. That's a good thing, because the quality of service also is cruise like. I will be back.",0,0,1
0,"I have NEVER been disappointed here and I've gone at least a couple dozen times since I found it almost 2 years ago, I think. My favorites? The Big Wac, buffalo wings, east coast fries, Peanut Chicken bowl - my absolute favorite - and their vanilla shakes. The food is always fresh, hot, and tastes good, not funky like some vegan/vegetarian places. The atmosphere is casual and friendly. Staff is always great. Prices are reasonable for healthy, quality ingredients. Making it at home would cost at least as much if not more, plus it wouldn't taste anywhere near as good. I've brought anti-vegetarian, anti-healthy meal eaters here and they really liked the food too. If someone is dead set against the idea, order them a Big Wac and a shake. This is my go-to place. Also, they have a changing series of tacos that have always been phenomenal too.",0,0,1
0,"Had my first appt today, was in and out quickly.  Met with Amanpreet, super nice guy.  Got the prescriptions I needed and the safety net should I need them.  All around great find!  Thanks AMHS!",0,0,1
0,"I so enjoy this place. Dr. Frost and his employees take their time with you and are so caring and genuine, this is why my two kids and myself come here. We love it!",0,0,1
0,"We've used Eco Fresh twice now and would definitely recommend this company to friends and family. We moved to a new place where the carpets were covered in dog hair and odor, but Eco Fresh was able to clean it all out. The carpets are a million times cleaner and brighter! Luigi who did our carpets both times was very friendly and gave us great customer service too. Thanks again!!",0,0,1
0,"Probably the best sushi I've had in such a long time! I got the lunch special C and the salmon just melts right in your mouth! The spicy salmon roll has a nice crunch to it and the rice is just amazing- I'm not sure if it's butter or umami oil, but it was amazing. If you're in Toronto and you're a salmon lover, stop by this place!",0,0,1
0,It's so wonderful to have a bakery who leaves corporate pre-packaged food out of the picture.  Everything is fresh and you can tell it's baked with love.  Lauren the owner and her staff take great pride in their creations and service.  Picked up some lemon squares for my Mom and she loved them.  Told me she hasn't had something this good since she was younger living in NY with corner bakeries.  Now I know how I can spoil my mom by picking her up a tasty treat to let her know how much she means to me.  Can't wait to see what they come up with for the holidays.,0,0,1
0,"The staff here are super nice and the cashier went above and beyond when she patiently pulled up my rewards account so I could apply my $10 voucher on my purchase when I forgot to print it at home. My newborn was also crying when I was trying to pay so she let me go to the bathroom first and let me collect my things later without losing my spot in line. My only complaint is the mother's room, it was out of sanitizer and the diaper pail was really full.",0,0,1
0,"Tim, Heather, and Hattie excelled in my expectations and we're always there when I had a question. Whether buying a new home or refinancing an older one, I will use no one else but these folks.",0,0,1
0,"Very hard to get a meal you wont like here. Extremely flavorful, lots of options and everything was executed perfectly. I'm on the east coast, but reminding myself to stop in again when I'm in the area.",0,0,1
0,"These guys were such a pleasant surprise!!  Didn't have them on our radar for a staff getaway to Charlotte, but they fit well into our agenda/traveling around for the day. We went to a few breweries, but none were like Sugar Creek.  Marcus and Kayla were so nice, welcoming and fast!  They had the best variety of beer styles and then they were delicious on top of that!  Thank you for the wonderful experience Marcus!",0,0,1
2,"My aerial silks teacher told me this is the best company out there for purchasing gear and silks. I trusted that when I purchased my first set of silks and hardware and loved what I got. Then I decided to create some rig points in my home and recently I started looking around for more hardware - trying to find an auto locking carabiner that was a bit smaller (for my very small hands) and just couldn't find what I wanted. I knew I liked the gear I got the first time so repurchased. To my amazing surprise, the new steel carabiners I received are WAY better designed for aerial and smaller and easier to manage!  I dropped them a note letting them know how happy I was and then got the most amazingly sweet notes back, and learned that a lot of what I'm looking for (such as ways to shorten the hardware for ceilings not super high and a few other things) are also on their minds and they are working on developing and providing solutions aimed more for aerial arts instead of rock climbing. I'm so incredibly impressed with so many things about how well this company is run, the customer service, the positive energy they put out in communicating with customers. I highly highly recommend. Aerial Essentials is A CLASS ACT!",0,0,1
0,Had an awesome experience here at United Nissan. Staff was very helpful and we're able to get us into a brand new vehicle HASSLE FREE! THANK YOU UNITED NISSAN!,0,0,1
5,"If you're looking for a decent variety of photo frames, trophy cases or other related supplies - this is the place. I'm not into ""crafts"" but if you are, they have a ton of that stuff too.

This location is easy to find and the staff is friendly. Be sure to look for the coupons in the mail or online - they can really make a difference.",2,6,1
0,"Great service, friendly staff, and affordable prices! This is the best nail salon in Gastonia. The salon is very nice and clean feeling. They do a great job with gel manicures. I won't go anywhere else.",0,0,1
0,"Customer service was managed  amazingly here!! Here's the story: party of 8 on a game day (4 kids), was told 20 min wait time, and ended up waiting 60 mins w poor updates (updated bc we inquired btw). No excuse given, we decided to order take out pizza and were told 30 mins wait while she swiped the card so basically no turn around zone. We would have left, but we had hungry kids. So we sat there and we're upset but then again we knew it's a busy day just mad we weren't updated as to what exactly happened to our party being seated. While there were emptying tables around. Manager Sydney happens to pass by and asks if we were ok-we told her what happened. She quickly sits us down, expedites the to go order, brings us cheese bread and drinks. She was amazing and wasn't expecting that considering what we went through. I hope she reads this and how amazing she was today!!! The pizza was so
delicious as well!",0,0,1
3,"Quite possibly the best fish taco I've ever had!!!   The perfect blend of fish, avocado, tomato, spicy sauce and I'm sure there other things in it.  I'll be back to try other varieties !!",0,1,1
1,"First ""Hall of Fame"" Museum visit for me. Rock is not my favorite type of music, but it was still fun to walk through. You will spend most of your time on the first floor. The third and fourth floor have hardly anything, I think they're under construction? and the last floor was a special exhibit for ""The Rolling Stone"" Magazine. I enjoyed seeing the memorabilia and all the information on the first floor the most, especially the costumes from the newer pop singers. 

Parking is not very close to the museum and it started raining just as we got to our car, thank goodness. The day we came in, they were giving out free cake which was awesome! It was the best free cake ever because it had buttercream frosting. The museum gift shop is a little expensive, and the cafe is overpriced.",0,0,1
0,I was looking for a dark roast coffee and they said they didn't have any. I got a pretty good Americano while waiting for my flight. I would definitely try again!,0,0,1
3,"Oh, My. God.  Not sure what location we did go since we are not that familiar with Vegas, and a friend drove us, however, I have to say I really loved the place.  We had to wait like 40 minutes or maybe less to be seated (on a weekday for late lunch) but the wait was well worth it.  Don't you love when that happens?  I ordered the Bah Mi burger and the Morimoto sake Rogue beer, that is kinda hard to find.  I can have that meal all the time for the rest of my life.  With the mini donuts for dessert.  The fries were good I just cannot remember which one we ordered.

Can you please please please open a location in San Diego?",0,1,1
4,"TL;DR - You'll like living here.

Pretty happy resident here from Sep 2016. Moving out because I was presented with a 16% rent increase above what I already considered high for the neighborhood. I found a comparable place 2 bl away with much better amenities for 20% less than what The Julien wanted. In fairness to The Julien, they are full so if they can command a 20% premium over other luxury apartments in Plaza Midwood, more power to them.

Here's my honest assessment of what you'll experience being a resident. 

Pros: 
(5 stars) Nicole Cleary is the consummate professional Community Manager. Shalaida Lopez is equally awesome. They both are responsive to any issues and provided excellent customer service.
(5 stars) Maintenance staff is equally good.
(5 stars) Location is simply sublime. Quiet tree-lined Commonwealth Ave and easy walking distance to groceries, restaurants and night life.
(5 stars) Excellent neighbors. Perhaps Greystar is top-notch in the tenant screening department or the rent is self-selecting itself. Everybody here was friendly, responsible quiet adults. My guess is Median Age 26 / Range 24-55.
(3.5 stars) Dog-friendly. I'd up that ranking if the dog park I was told was here when I signed the lease actually was here instead of ""coming soon"". Nice touches such as community treat jar and water bowls. Responsible dog owners too.
(5 stars) Very nice roof-top area with grills, fire pit and recliners & chaise lounges. I grill year-round and never have had to wait.
(4 stars) Nice bath, faucets and appliances.
(4 stars) Security - Fob security access throughout property including garage. I'd give 5 stars if my town home unit had fob gates to prevent strangers from soliciting / casing your unit.
(3 stars) Sweet discount on YMCA membership, but not much help if not convenient to you. There is no YMCA within walking distance of Plaza Midwood. And you will need a gym membership.

Cons: 
(2 stars) Secure access Garage for tenants - There are not enough secure parking spaces for every tenant. There should be at this rent level. If secured garage is full, you're left to street parking or lot across the street during limited times. Property crime is higher in Plaza Midwood than other areas of Charlotte. Tenant cars have been broken into. Perhaps they should reduce rent and charge additional for guaranteed secured parking.
(2 stars)  The Fitness area will not replace a gym membership. I'd venture the equipment was purchased by somebody that has never visited a gym. It's subpar. There are no leg machines at all. There's just a single, rather sad single use station that really can't be used for much at all. No Spin Bikes.
(2 stars) Bike Parking - Like many communities, the bike area is just lip service - basically unusable area of the parking garage. It is in a secured area though.
(2 stars) Mandatory participation of paid Valet Trash Service.",0,1,1
2,"Tonight I had wonderful service from my bartender Isaac! He always goes above and beyond, ra is my favorite place to finish off a hard days work with a sake bomb and sushi! Thank you Isaac for making my experience great and appetizing. I'll be back...",0,0,1
3,"Located in a nondescript building with a private lot for parking.
We went to the 2/F and found the place empty and quiet. We sat around for about a minute or 2 when someone came in to confirm our appointment then to fill up a form.
I was then greeted by my therapist and was lead into a dark room to undress and get ready.
The massage experience was so relaxing. she worked on my problems areas and it really felt good.
I had the 90 minutes of hot stone heaven. PRice is totally reasonable and affordable.None of those tourist trap prices in the strip.",0,1,1
0,"I have been using Swan & Gardiner for years and they have done a wonderful job on my taxes.  They have always been friendly, professional and thorough.  I really appreciate that they are always available to answer my questions in a timely manner.  I highly recommend Swan & Gardiner for all your accounting needs!",0,0,1
0,"Love the decor, atmosphere, food and service here. I always come here before or after shopping at Yorkdale. The pizza and pastas are amazing and the desserts are on point. My favourite so far are the meatballs or salad to start, and a pizza or pasta for the main. For dessert, I strongly recommend the brownie! So soft, warm and moist. It was everything I had wanted in my dessert.",0,0,1
0,Thanks for an awesome meal and great entertainment! Best brisket in town! Also the wait staff and bartenders were awesome. Also the house beers are awesome! Thanks,0,0,1
0,"Just had THE BEST, most therapeutically beneficial massage I have received in a long, LoNG, LONG while!!! David Larkin was fantastic. I am an Usui Reiki Master, and I was pleased we established rapport through that commonality early on in my massage as David is also a Reiki 1 & Reiki 2 trained practitioner. 

David's massage targeted trigger points that needed release, and helped relieve my back pain significantly after just 1 session with him.

The front desk staff at this Massage Envy ALWAYS provides outstanding service without fail. I have been coming here for 5 years, and I was quite surprised when I checked in today on Yelp I found I had never reviewed this location.

This morning, the manager, Ben, took the time to call the Carefree location (he even had the number memorized - WOW) to check to see if I could get in to see David again sooner than the next available appointment at his own clinic. Now THAT is putting the customer first! Thank you Ben. 

I will most definitely continue using this clinic for years to come. I highly recommend David, and the rest of this outstanding team. Come experience the difference for yourself.",0,0,1
0,I love house of tricks great wine selection a killer patio. I always love coming here for a glass of rose or a nice cocktail and a cheese plate. So it's about time I wrote a review. Staff is amazing and always make every experience flawless. I can't wait to come back and enjoy and nice afternoon on their patio.,0,0,1
0,"Awesome happy hour. Probably best sushi for your money, but not the best sushi in Vegas. Customer service is great, staff and sushi chefs have always been very friendly. Once we even received a free roll that had been made by mistake. The beer on the happy hour menu is cheap and a big bonus if you enjoy a drink with your food. Little out of the way for most but definately worth a try if you love nearby.",0,0,1
1,"I like the food and atmosphere at Nora's, and the prices aren't terrible. Their dishes are a good size and flavorful. I had a chicken dish the last time I went, which was delicious. I don't remember it's exact name, but it was one of the dishes not served with pasta. The sauce was fantastic. The desserts are good, too. I'd recommend coming her for Italian food that is not at a chain restaurant.",0,1,1
3,I am familiar with this company and know that they are working very hard to upgrade their online presence and give their customers the most positive experience possible.  The concept of putting individuals on equal footing with dealerships has a lot of merit.  Their website has been updated and offers a great deal of information and options.,0,0,1
0,"From a parent perspective this is the company you want to work with. They answer the phone, they are on time, they are professional and their pricing is extremely fair! Don't kill yourself by renting a storage unit and moving out of the dorm yourself...let University Student Storage do it for you!!!!",0,0,1
0,"This place is a delicious spot for authentic shawarma.   

Very good flavour profiles to their wraps and very hearty as a meal.    The wraps have good structural integrity, however if you like saucy wraps you will have a messy bottom as the sauce usually always pours through from the chicken.  

Place is very small and some seating options in the back but overall not good for big groups.",0,0,1
0,"ok, this restaurant deserves more than 5 stars!! how come it doesn't have 5 stars I wonder!!
The ribs was awesome, the chicken wings was awesome, the brisket was awesome.
the waitress was super kind and helpful. Definitely will go again and 100% recommend it!",0,0,1
