useful,reviewText,funny,cool,label
0,Kevin and his team work diligently to ensure that my loan was taken care of in a timely manner and were will to push even harder when I asked to close on the property a week early. This was a seamless process that took nothing more then candid and clear communication to get our family into our very own home.,0,0,1
0,Amazing massage! Phil is the best! I've been with him about a year....makes my work easier because I'm not sore!,0,0,1
1,"New tea and refresher coming on Tuesday, July 7.

Want something sweet but cutting back on calories, the mini-frappuccinos are still in stock. S'mores and Lemon Bar for us today. There's a Red Velvet, cupcake, cinnamon roll and more too.
http://www.starbucks.com/menu/drinks/frappuccino-blended-beverages/lemon-bar-frappuccino-blended-beverage
Nutritional information available online.",1,1,1
1,"Whether you call it Shannxi Biang Biang or House of Egg Roll, the idea of new regional Chinese food is exciting. China is a huge country and as a Millennial I'm all about trying new places and things. I've read Fuchsia Dunlop. Of course, none of that goes very far towards helping me understand what I've eaten from a cultural perspective: the Shaanxi sandwich tasted great and it's hard to go wrong with the Shananxi-style handmade noodles. I liked how the dish veered more towards vinegar. It's something I wish I knew more about, but in the meantime I like the idea of this very specific Chinese restaurant offering something that's difficult to find anywhere else.",0,1,1
1,"Tees and More just finished my Companies new shirts.  I have been wanting to do this for several months now and have not been able to find a reliable and affordable company to help us with this need.  Not only was the price very reasonable, Tees and More delivered our shirts earlier than I expected and each shirt was perfect.  My kids even loved their new shirts as well.  I will be using Tees and More coming up soon for more printing needs and will continue to refer this great company.",0,0,1
0,"Absolutely delicious, and unique subs at Ike's. I've been exploring their menu and absolutely haven't had a bad experience. Current favorites are the Pirates of the Caribbean, and Sometimes I'm A Vegetarian. So many choices.",0,1,1
0,"I appreciate Michelle emailing me to remind me of upcoming service; Thank you, Michelle!  So far, so good.  Rarely, if never, see any bugs.  The ONLY remark I would say is:  there is no need to ring the bell Before & After service, to ask questions AND have me sign the bill.  I often sleep day shift and also already authorized EcoGen Pest Control to do whatever they do, and have 'autopay' on my credit card.  Other than that!!!....  EcoGen Pest Control is Wonderful.  Thank you Michelle and EcoGen Pest Control.  Peace & Love.   :-)",0,0,1
1,"I recently stayed in the Paris hotel for a bachelorette party. When looking for a brunch place, we found Mon Ami Gabi near the base of the Eiffel Tower and decided to give it a try. We had a party of ten, and we arrived around 11:15 a.m. on a Saturday morning. The servers were very accommodating and got us a table on the patio right away. The patio was great, with an awesome view of the Bellagio fountains and the strip. It was perfect for people watching. We started with a round of mimosas, which arrived quickly and were very good. They gave us both a brunch and lunch menu.. I ordered a ham & cheese crepe off the lunch menu. It was amazing!! Super hearty and full of yummy flavors. I tried my friend's French toast, and it was amazing as well. The server was attentive, and didn't even bat an eye when we asked if she could split our check 10 ways. Highly recommend for brunch!",0,0,1
4,"I received a criminal speeding ticket just outside of Nogales when I was going down there for business. I was cited for 69 mph in a 45 mph zone and in AZ that is a criminal charge. I did not realize that there was anything such as criminal speeding until I called to take care of the fine over the phone and was informed that I would have to appear to plea. I was at a loss as to how to proceed and quickly decided I should have counsel. I searched Avvo and doing my due diligence made five phone calls to highly rated practices. My call to Kielsky and Rike was put through to Chris Rike and he explained the violation to me, what my options were, what the price would be and sent a follow up email. Interestingly all four of the other calls I made went unreturned. Given the good service and information given in the first call, I decided to retain Chris and his firm to represent me and I am extremely glad I did. 

After hiring Chris and giving him all the requested material and information he handled the rest. He was able to get everything done by phone and email and I did not have to appear in Santa Cruz County court. He kept me up to date at every point in the process. Given all the facts and information I was able to provide Chris, he was able to get my criminal speeding violation dismissed after taking online traffic school. This was the best outcome I could have hoped for. 

I would highly recommend Chris and his firm for this type of representation and would expect that they would be as diligent and helpful in any kind of litigation they are retained to do. I personally would like to thank Chris and his team for a job well done.",0,3,1
0,Went for dinner and the food was awesome. The galbi was my favorite. The service was excellent and everyone was so nice to us. I would highly recommend this place.,0,0,1
1,"Another wonderful evening on Valentine's Day Wednesday. We were warmly greeted and seated quickly. Our servers, Cyndi was prompt and friendly as was her assistant, Brian. Both were very attentive and their service was excellent.
We were seated at a booth with white table cloth sprinkled with heart shaped confetti, which set a nice tone for our Valentine meal.  Then the chef sent out wonderful smoked salmon Hors d'oeuvres and an assortment of warm breads with seasoned butter.  The calamari appetizer was wonderful and we ordered the seared beef tenderloin with butter poached lobster tail, which has become our favorite and it was cooked to perfection. The potatoes au gratin are a must order along with the roasted wild mushrooms. We were pleasantly surprised with a beautiful red rose mid meal and it made the evening extra special.  We ordered crem brule for dessert. Yum!! Thank you again Cyndi, Brian, Nick and Stephanie for your gracious service and another memorable meal at Capital Grill.
Marsha and Mark",0,0,1
0,"Is it bad to say we eat here about once a week? Lol. Quick, easy menu, delicious. Some days it is not as good as others, to be expected from a fast food chicken chain. I love the dippng sauce and make sure you get a Caniac card because they give you a free combo for signing up.",0,0,1
1,"I saw the other reviews of this place and they compared the cheese rolls to Porto's, so I had to try it out. I went at around 2pm and they were sold out, but they can make them to order! They said it would take 15 min, but it was closer to 30 min. The rolls are a little smaller in size than Porto's, but they were worth the wait. It was piping hot, so you do have to let them cool down a little. This satisfied my Porto's craving, but Porto's still has the slight edge. I would suggest calling in your order so you don't have to wait. They also have cronuts, but were also sold out. They said they can make those to order also, so I will have to try that next time.

It's a bakery/Filipino restaurant, but it's a walk up counter. Very small inside with 4 tables. They serve ""silogs,"" so I may have to come back and try that out as well.",0,2,1
2,"I love having a ballpark right smack dab in the middle of downtown. It's accessible be foot from work and you can also take the light rail to their front door.

It's a great place to watch a ball game:air conditioned until it's cool enough to open the roof. They have a decent selection of concessions and drinks and there always seems to be some sort of venue close by. The HD Scoreboard is awesome. I 've never had to sit in the high seats so I can't promise that there's no bad seat in the house.  Just a nice modern venue to take in a game.

You really don't have to even enjoy baseball to have a good time here in my opinion.",1,2,1
0,First time trying these hot rice noodles soup. Loved it! I had the crossing the bridge noodle soup. It was delicious. Definitely coming back.,0,0,1
0,"Excellent food and service!  Jason, our server, was very attentive, friendly, and professional.  We loved the fresh tortilla chips and tasty salsa.  We ordered the delicious guacamole that Jason made fresh at our table.  Everything was great including the chicken burrito and carne asada bowls we devoured!   Fun & festive atmosphere!",0,0,1
0,Amazing salon! So cute and modern and offer so many things. I got my haircut with Heather who I highly recommend! I have long and thick hair and she cut and styled it beautifully. Not only is she an amazing hair dresser but has such a cute and fun personality. I will definitely be coming back and recommending to others,0,0,1
0,"We had lunch here recently and had a really good experience.  I was expecting a wait as the Yard House is usually really busy but we got seated right away.  Maybe lunch is less busy that dinner.  I was also pleasantly surprised that the music was not super loud.  I have been to the location at Town Square and you could barely have a conversation since the music was so loud.

I had the lunch portion of the shrimp rice bowl.  My mom had the half sandwich/soup combo with the pastrami sandwich and tomato soup.  Both of us enjoyed our meals.  My rice bowl had a lot of good veggies and about 5 shrimp.  It was a hearty portion even though it was the lunch sized portion.  Mom liked her sandwich and soup.  

Service was good.  The waitress came by often to check on us and refill our drinks.  If we can get in right away, have good food and good service again, I definitely will be back.",0,0,1
0,"We found this place on a Groupon binge during our drive in to Vegas. Bought a Groupon deal for $9 that takes $22 off of your tab. So, overall, you get $13 off? Does not seem as worth it when you do the actual math, but if you have a Dole Whip or two, you won't really care about math in the moment.

We came here at 4:30 on a Monday, i.e. as boring a time as you could ask for. We did not catch the bartender's name, but she made great drinks! Unfortunately, she was overworked and kept forgetting our orders and even forgot to deduct the discount from the Groupon. The stiff drinks more than made up for this. Despite this, she was very attentive and frequently asked us if we needed anything.

The entertainment on a Monday evening is minimal. Surf rock and island-themed videos on the TV. We did not really spend much time here, so I can't speak for what this place might be like during a more happening time. However, it was well worth what we spent on drinks. Will definitely come back next time I am in Vegas!",1,0,1
0,"Super tasty dogs and a good variety available! Onion rings were great and if you get them, consider sharing! They give you A LOT! The patio is prime for people watching.",0,0,1
0,"We were given amazing service by Cheyenne at Chateau Calais. She was extremely accommodating, professional, and friendly. We had been to several other leasing offices and never received the service she gave us. I would highly recommend working with her if you're in the market for an awesome apartment! 10/10 would rent from her again.",0,0,1
0,"Perfect spot for lunch. Being that I was hungover, The Weary Traveller was the perfect spot be zen. It was quiet, dark and warm. They have a great selection of teas to choose from that come in a huge black mug that keeps your tea hot for your entire meal. I got the Eucalyptus Mint, but if I were to go back I would of got the Green Cherry. Me and my boyfriend each got a soup to start- me, the goulash, and him- the vegan chili. Both portions were HUGE and hearty and most importantly: delicious. My bf got the bad breath burger- he loved it so much he didn't even offer me a bite :(
I got the sweet corn and quinoa salad and opted to get the steak. WOW THIS STEAK, melt in your mouth perfection. Quinoa salad tasted clean and felt like it was healing my sad hungover body. I wish we could have had dessert. And a beer. Maybe next time Madison!!!",0,0,1
0,"This was the easiest repair service I have ever encountered.  My air conditioning quit working two days before we were to take a trip  in August.  I called to Max Automotive and was told to bring the car in right away.  As soon as I got there, the car was taken into the back and the repair was made while I waited.  Thank you for making it so easy.",0,0,1
0,My wife and I consider this our go to bar. The bar staff is the best in Gilbert. Couple that with the menu and you will love it!,0,0,1
0,"A little pricy and not many options but the chicken itself is great. And huge shout out to Anita W. for her outstanding service and checking on me and my order. Plus for showing me the child's spice option it's just salt, pepper, and garlic my new favorite.",0,0,1
6,"It was my second time visiting my boyfriend in Arizona and he happened  to take me here to explore. He told me Scottsdale is a bit higher class than other cities. I didn't believe him until I visited. 

The mall is big and filled with mostly fancy brands, like Prada, Louis Vuitton, Boss, Burberry and etc. 

If you experienced  South Coast Plaza, in Costa Mesa, CA,  you would know what I mean and how this mall would be like. It's filled with expensive stores. If i lived here, I would only come here during the weekends and when it's on sale. I'm not into super expensive stuff so I'll have to pass you expensive stores. 

I will give one star for being a mall, two stars for at least having some stores I can afford, three stars for the having fancy decoration, making the seats feel like hotel lobby feeling, and four for having restaurants that boyfriend and I can choose from. 

If you are at this mall, check out the awesome water drip staircase! It's pretty awesome walking down and up the stairs.  

I might see you again on the next visit, Scottsdale.",3,3,1
0,Great customer service from start to finish.  Pretty transparent and fair in pricing.  I liked that they work with other Autonation dealerships to get the car that I wanted. My car actually came from Tempe.  My sales agent showed me all the details of the car but wish this could have been done earlier vs the end of the night.  We were in the dealership for almost 8 hours which seems a little excessive.  I would go back again and encourage others to do the same.,0,0,1
2,"Stayed here last month.

Everything about this place is 5 star and deserving. The attention at the front desk, the valet, the concierge, room service, the awesome shower, the deep soaker tub, free wifi... and the list goes on.... was exceptional.

We had a late flight on the final day stay and asked for a late checkout and without blinking an eye the front desk accommodated us immediately. 

All of it... 5 star.

This will be our new goto hotel in Montreal.",0,1,1
0,"It's a bit far from my house but I make the drive because it's worth it. The staff is friendly and more than accommodating as the last time I needed to come on a day when they didn't even have an appointment available. The doctor is great! He's nice, quick, and efficient. Also, it's extremely clean!",0,0,1
0,Really great food fresh always and the customer service is outstanding love this place,0,0,1
0,"The food is AMAZING but they really, REALLY need to take the fluorescent menu light down or put a screen up to keep that out of diner's eyes.  Otherwise the place is great!",0,0,1
1,"went here on a recent trip to Vegas after trying out Viva Las Arepas, and saw this place was on the other side of their business card, so the girlfriend and I went next door to try it out.

Many of the gelato/sorbet flavors are created with locally sourced ingredients, which is awesome, and they all tasted great -- they ahve some interesting flavors/combinations, and they load up the cup -- even the small is a lot for one person, so a big plus for not being stingy with the portions :)

The mango and hibiscus sorbets were awesome, as was the churro -- the dough reminded me of a beignet, and the churro was perfectly fried. Will definitely stop by for dessert every time I'm next door @ vivia las arepas",0,0,1
0,"Last Sunday my boyfriend and I went to the Keg to help celebrate our anniversary. We are very glad we did! First the manager heard that there was a nut allergy at our table, so he personally came over with an ingredients menu to reassure us there was nothing to worry about in our dishes. That was awesome! Our server was patient and knowledgeable when it came to helping us choose a dish and wine to pair with it. I never had to look around for my server. I'd request the guy with a pony tail again any time! Lastly he presented us with champagne to celebrate again our special day. Couldn't have been a better dining experience thank you!",0,0,1
19,"OMG WHY HAVE I NEVER CAME HERE BEFORE. I live in the area and I pass Doughbird every time I go to the grocery store. I finally decided to give this place a try on Saturday. I arrived at 1:30 PM and sat at the bar. The restaurant was not very busy, there was no wait list. I was front row in front of the kitchen. It was fun watching the friendly staff prepare pizzas and use the fire brick oven. 

I sipped on a Little Bird Sangria while I waited for the appetizer to arrive. My drink was delightful! A red sangria with fresh fruit. My appetizer, truffle cheese bread, arrived and looked as good as it tasted. House made bread topped with ricotta, provolone and fontina with a side of red sauce. The cheese was golden brown and the bread was firm yet delicate at the same time. 

Just when I think it couldn't get any better, it did! Lunch arrived! Half Rotisserie Chicken with Mac and Cheese and Brussels Sprouts. Ordering chicken comes with one side, but I couldn't resist. I had to get two. The chicken was tender, juicy and flavorful. The pasta in the Mac and Cheese was not overcooked and the cheese sauce was yummy. The Brussels sprouts were glazed and oven roasted, so freakin' good! I ordered Jalapeno Pesto sauce with my Chicken, it complimented the meal perfectly.  

There are other sauce choices: 
Chipoltle Barbecue 
Lemon and Roasted Garlic 
House Ranch 
Unami Sauce 
Spicy Buffalo Sauce 
Pineapple Teriyaki 
Horseradish Creme Fraiche",9,17,1
0,By far the best burger I have ever had. Its a hidden gem that everyone needs to visit.,1,0,1
0,"I love this place. Great coffee, friendly people, and relaxing atmosphere. Lots of seating and a very nice patio. Most of the baked goods are made in-house, and they are extraordinary. The cranberry oatmeal muffin is my secret hangover cure, but all of the muffins are the best-in-class. The scones and chocolate croissants are excellent as well. If you want something healthier, the smoothies are always great. They are made from straight-up fruit: you pick one that will be juiced in front of your very eyes, one blended in frozen, and a thickener of banana, yogurt, or granola. There is no ice added, no syrup, no extra sweetener. Fantastic. An all-around great place to stop in for a quick coffee before work, or to hang out with a pastry and a good book.",0,0,1
3,"When I was looking for insurance,  they got back to me within 10 minutes and offered me a fantastic rate.
 When I called with questions it was an actual human being that answered the phone and was incredibly helpful. I would recommend this insurance to anyone who may or may not have the best driving record.",2,2,1
0,"Every time I eat Siggy's it has been delicious and the veggies taste so fresh. Love the quinoa and spinach cakes, and the salads!",0,0,1
3,"THIS LOCATION IS NOW - CLOSED! Bummer. Years ago when I lived in Vegas this location was one of the first restaurants I fell in LOVE with! Late hours, live music and fabulous food! Now there is still the Paradise location, but its not nearly are relaxing as the old one. R.I.P Flamingo Ruth's Chris! You will be missed.",0,1,1
2,"Friendly attentive staff. Glass coke bottles like in Mexico :) caution! The habanero sauce they give you on the side is extremely hot. I put dots on my taco and my mouth was on fire! The taco was filled with carnitas. Great portion!! I was full of two tacos! I love little dive places like this. Great people, culture and amazing food done right.",0,1,1
0,"Awesome noodles. Worth a trip off strip. Simple, beautiful, chewy goodness. Closest udon to my vacation in tokyo. Will be back!",0,1,1
2,"I went here for the first time yesterday and was pleasantly surprised. After reading the reviews, I was expecting to be disappointed. The opposite is true. While yes it was expensive compared to some other hamburg joints, the food was above average. My wife and I both purchased the Burgerfi-Hamburger. I give the whole name because just beneath it is the Burgerfi-Cheeseburg. I was rather dumbfounded that the gal who took our order asked us if we wanted cheese on our hamburg! I did mentioned to her that if I had wanted a cheeseburg, I would have asked for the Burgerfi-Cheeseburg. Surprisingly my bit of sarcasm was lost on her. But if you notice that's the policy now at many places, asking you if you really want what you asked for. As I mentioned though, the food was good. We also got the onion rings. OMG, you only got about 8-9 on a large order, but they were HUGH ! Cooked just right, and very sweet. I'm not sure if it's just the onion that was the source of the sweetness, or if they use sugar in the batter coating. Either way, they were great! The burgers came with what they call their Burgerfi sauce. I wish I could give an opinion on  how it tasted, but they put on so little that I actually couldn't taste it. Overall though I give this place 4 stars.",0,0,1
0,"This is a great place for getting good quality Indian food. I have been there twice for their lunch buffet and was very satisfied with food. They have good number of entries and sweets (generally 3-4) for desserts. The place is small from outside but clean inside. The staff was good. Overall, I would recommend this place if you are looking for good quality Indian food.",0,0,1
1,"Overall 4 stars- I was not expecting the Country Fried Chicken to be the way it was. It wasn't my cup of tea. BUT!

The ribeye and chicken breast grilled was good.. The fried pickles almost like home cooked and the bread is to die for! Will be going back for more maybe try the ribs..",0,0,1
0,"I'm currently attending this school and absolutely love it,the instructors are really great people and have many years of experience as medical assistance.the only thing that bothered me when I started that the head of corporate which runs school are at Texas ,there is nobody physically here in Las Vegas except instructors but not a big deal U can always reach them thru  phone or email.",0,0,1
0,"The food was the best Mediterranean cuisine I've ever had in vegas...the service by Irvin was impeccably ""Top Notch""...I'd definitely will be back & will recommend it to my friends",0,0,1
1,"How does one ever choose which Vietnamese restaurant to go to when they are everywhere and their names are only differentiated by a number?  Because someone else must bring you there first, and that brings me to Pho Saigon 8.

A packed place on Saturday afternoon, a bit of a wait for our party of 7.  It gets a bit crowded by the front because people are waiting to be seated while other people wait to pay.  (Note: You pay at the register after your meal, so don't wait around at your table for the check 'cuz you won't get it.  Just remember your table number when you get to the register, otherwise you'll be one of those dorks who has to walk back to the table just to find out what your table number was.)

I had a typical bowl of pho with everything but the kitchen sink in it.  Accompanied with it came the standard fresh bean sprouts, Vietnamese basil, lemon, and jalapenos.  This place also provided some other leafy green to throw in, which is always a plus.  I don't mind the lemon, but sometimes I do like the lime in my soup though.  

Like all typical pho places, all the tableware is on the table for you to help yourself with.  However, this place only provides a limited amount of napkins, not the whole napkin dispenser like some of my other favorite pho places.  I can be messy, and my nose is constantly dripping from all the sriracha sauce I use, so I like to have an endless supply of napkins available for my disposal.  

Overall, a decent place.  Their menu is quite extensive, so you're bound to find something for everyone in here.  They even offer durian milkshakes, which is something you can't find or smell anywhere.  It gets crowded though, and to me, that's a good sign in a Vietnamese pho restaurant.

Update: 04/23/07 - Went back and tried their Com Ga Nuong hay Thit Nuong Cha Gio ($7.15), which is grilled chicken (or sliced pork) and egg rolls with steamed rice.  I replaced it with their French rice for a bit of variety.  I've been missing the five spice chicken rice plate from PPQ in San Francisco, so that's why I decided to try their version of chicken rice plate.  It was definitely disappointing!  No skin or much taste at all.  Service was blah, I had to ask for tea twice and it didn't show up until after my meal came.  By then, I didn't want my tea anymore.  I know not to try their chicken rice plate again.

Update! 10/10/07 - Brought some out of town guests for some pho and this was our safest bet for them.  I ordered 18. Pho Tai Nam Gau Gan Sach hay Pho Dac Biet (Small $6.35).  One friend really enjoyed the soup here.  He said it had a lot more flavor than some of the other pho joints he's been to, mostly in the South Bay.  We also ordered the 7. Banh Xeo ($7.50), also known as a Vietnamese pancake.  The crepe was lighter and crispier than the one I had at Pho Hung Restaurant, but it wasn't loaded as much.  It came with a mountain of greenery to eat with your crepe too.  You can't complain that they are being skimpy on the fresh veggie stuff, that's for sure!  The BF ordered 37. Banh Mi Bo Kho ($7.00), which is beef stew served with a small baguette of French bread.  He likes to get this a lot at Vietnamese restaurants.  Another friend was really impressed that they offered red rice too since she rarely sees that on the menu.

I'll up their rating from a 3 to a 3.5.

(I added pics of our eating in the business profile this time!)",1,2,1
0,"Love this place. Great place to celebrate a birthday! 
Both of my parents this was their first time and well they are hooked and will be frequently going to angry crab!


My favorite is shrimp trifecta level 2! Yummy",1,1,1
1,"As a military member, I served three years in Northern Japan and still remember the food that I enjoyed there. I ate at Miko's two nights straight while working in Vegas. It's the most authentic Japanese restaurant I've encountered in all of the United States. The Curry is out of this world and some of the best I've ever had! Make sure to call ahead a day if you want Curry, it's especially made for your visit. My fiancé is a huge Sushi fan and she also enjoyed their selection. AWESOME FOOD AND A GREAT ATMOSPHERE!",1,1,1
0,The speedway is fun.  Parking was pretty easy to get in and out of and the racing I got to see last year was a lot of fun.  We sat in some luxury boxes and were served free food and drinks (including beer if that's what you wanted).  I ate until I was full and had a great view of the action.  I do not have any comment on prices of food and beverage because mine was all free since I got some free VIP tickets through my work.,0,0,1
0,"i recently purchased a used custom pool table from a couple who were moving out of state.  the day i looked at the table i decided to purchase it and immediately called On Cue Billiards to set-up delivery to my home.  when i was shopping around for a pool table, i had done some research on billiards services and these guys were on top of my list.

Kevin made scheduling the service quick and easy.  he was polite and and answered all of my questions without rushing me.  i had a few questions/concerns, since i had never owned a pool table before.  i even had to call him back a few times to reschedule a pick-up time that would be more convenient for the sellers.

on delivery day i received multiple calls from Josh and James to confirm the appointment.  they also called to let me know that they were ahead of schedule and were able to bump up my set-up time.  i checked with the sellers and they were ok with the new pick-up time.

Josh and James did an excellent job transporting the table to my game room upstairs.  before install, they made measurements to ensure the best placement for the table and made sure i was satisfied with it's location.  they also applied new felt on the table during install, which i decided to get done since it's cheaper to get re-felting done during installation.  they were very professional and thorough.  when they were finished, they gave me a bunch of tips regarding the care of my pool table. 

i'm lovin' the pool table!  it looks great...they did an awesome job.  thanks guys!",0,0,1
0,"What a time to be alive in Mississauga. This is by far the most legit and refined Indian cuisine experience I came across. The only restaurant that actually pulls you into a whole another dimension of dining other than the phenomenal food it has to serve is ultimately here. The ambience, the set up and the menu topped with never before seen aspects of service takes your breath away. And the food you order finally tastes like what you will get back in India itself. Even if you're not a big foodie and you haven't been there yet, you are missing out big time guy.",0,0,1
0,GREAT NAIL PLACE! I am from New Jersey and I wish I lived in Vegas to come here for my fills ! Very sanitary and the owners and workers are charming ! Very social place and they make you feel extremely relaxed ! I loved it !!!!! Little more expensive than my reg nail tech in jersey but you def pay for what you get ! Will be back again next time I am here ! Very pleased customer,0,0,1
3,"I have become more popular, my hairline is better, my eyebrows thread themselves, women look at me in that.. ""special way,"" butter spreads more evenly on my toast, the hole in the ozone was restored, a koala laid seven eggs in my backyard (three more than usual), Josh Peck got fat again. All this happened since my first meal at Boiling Crab. Coincidence? I think not!",4,2,1
1,"Eat here fairly regularly, on average once a week. The chicken on the rocks and the philly cheese steak are always a great choice. Pricing is in keeping with what you'd expect from a shawarma joint, and the food has been consistently tasty every time I've been there. 

On the downside however because it's become so popular the wait can be a bit on the long side (sometimes approaching or exceeding 10 minutes) but that would be about the only complaint and in truth not a big issue at all. It seems to be mostly takeout although dining in would be fine as well I suppose. 

Very similar in menu and taste to Osmow's - was told the owner was a partner at Osmow's before (no idea if that's true or not)

The secret is in the consistent quality and freshness of the food (they're busy with a high turnover so you know the food is fresh and tastes that way) the sauces are also good but be mindful if you order something spicy if you're not prepared for it!

Great place and will continue to be a regular customer",0,0,1
